# ./data/final-template//L101_FinalTemplate.csv,,,,,,,,,,,,,,,
# Written by L101_compile_template.R,,,,,,,,,,,,,,,
# Mon Sep 12 10:00:56 2016,,,,,,,,,,,,,,,
"# "" GCAM Data for Import into the IIASA Database """,,,,,,,,,,,,,,,
"# "" Various """,,,,,,,,,,,,,,,
model,scenario,region,Variable,Unit,X2005,X2010,X2020,X2030,X2040,X2050,X2060,X2070,X2080,X2090,X2100
GCAM,Paris,Africa_Eastern,Land Cover|Cropland,million Ha/yr,53.6520712,56.10099471,57.84649766,64.86598505,70.91161334,75.60805671,76.73071564,77.604704,78.33124138,79.21129829,80.93797068
GCAM,Paris,Africa_Eastern,Land Cover|Cropland|Energy Crops,million Ha/yr,0,0,3.48660973,12.4073991,19.8031509,25.4995587,28.2577436,30.7609566,33.0713309,35.3622921,38.3736267
GCAM,Paris,Africa_Eastern,Land Cover|Forest,million Ha/yr,19.24441234,18.62536941,19.60518909,19.60167393,18.1982876,16.88515152,16.87538371,16.82338041,16.74524142,16.61571354,16.39791766
GCAM,Paris,Africa_Eastern,Land Cover|Pasture,million Ha/yr,250.0330029,249.9408431,249.7939187,246.0363929,243.5131467,241.6558829,241.0472318,240.469872,239.9237669,239.2156973,237.8304541
GCAM,Paris,Africa_Eastern,Price|Carbon,US$2005/tCO2,0,0,0,12.04529236,30.44951182,44.12750727,55.19184545,70.18353818,83.66977636,95.88390545,113.7227891
GCAM,Paris,Africa_Eastern,Temperature|Global Mean,degrees C,0.771346,0.853134,1.05007,1.26944,1.50647,1.74538,1.97381,2.18859,2.3927,2.58734,2.7823
GCAM,Paris,Africa_Northern,GDP|MER,billion US$2005/yr,275.2893,335.77056,506.98164,648.07422,773.99646,904.67694,1087.68288,1319.62086,1563.3882,1815.3624,2089.5546
GCAM,Paris,Africa_Northern,Population,million,155.017,167.629,183.264,192.389,196.326,196.198,196.496,192.472,185.274,176.528,167.362
GCAM,Paris,Africa_Northern,Primary Energy,EJ/yr,5.9099099,7.0505485,9.691022079,11.54399286,12.4679401,13.32795773,14.21024307,14.93598111,15.47399754,16.0065035,17.08804709
GCAM,Paris,Africa_Northern,Primary Energy|Biomass,EJ/yr,0.1428914,0.1946694,0.2941095,0.4304153,0.7623471,1.16438,1.4276786,1.57984717,1.81149694,2.20895071,3.13749828
GCAM,Paris,Africa_Northern,Primary Energy|Biomass|w/ CCS,EJ/yr,0,0,0,0.03822147,0.180590197,0.414795645,0.599000679,0.710784299,0.883689944,1.184064165,1.934436074
GCAM,Paris,Africa_Northern,Primary Energy|Biomass|w/o CCS,EJ/yr,0.1428914,0.1946694,0.2941095,0.39219383,0.581756903,0.749584355,0.828677921,0.869062871,0.927806996,1.024886545,1.203062206
GCAM,Paris,Africa_Northern,Primary Energy|Coal,EJ/yr,0.204788,0.166631,0.31267,0.62385,0.792638,0.940745,0.941441,0.868528,0.700704,0.514245,0.37881
GCAM,Paris,Africa_Northern,Primary Energy|Coal|w/ CCS,EJ/yr,0,0,0,0.057905766,0.160788201,0.295976278,0.363182056,0.363186768,0.326460464,0.281349915,0.247939911
GCAM,Paris,Africa_Northern,Primary Energy|Coal|w/o CCS,EJ/yr,0.204788,0.166631,0.31267,0.565944234,0.631849799,0.644768722,0.578258944,0.505341232,0.374243536,0.232895085,0.130870089
